Speleothem_ID,age_ky,d18O,Ref
Abyssal,25.489,-4.44,Cruz et al. 2009; Nat. Geosci
Abyssal,25.505,-4.49,Cruz et al. 2009; Nat. Geosci
Abyssal,25.522,-4.75,Cruz et al. 2009; Nat. Geosci
Abyssal,25.539,-4.68,Cruz et al. 2009; Nat. Geosci
Abyssal,25.556,-4.76,Cruz et al. 2009; Nat. Geosci
Abyssal,25.572,-4.63,Cruz et al. 2009; Nat. Geosci
Abyssal,25.589,-4.63,Cruz et al. 2009; Nat. Geosci
Abyssal,25.606,-4.34,Cruz et al. 2009; Nat. Geosci
Abyssal,25.623,-4.48,Cruz et al. 2009; Nat. Geosci
Abyssal,25.639,-4.72,Cruz et al. 2009; Nat. Geosci
Abyssal,25.656,-4.94,Cruz et al. 2009; Nat. Geosci
Abyssal,25.673,-5.11,Cruz et al. 2009; Nat. Geosci
Abyssal,25.69,-5.19,Cruz et al. 2009; Nat. Geosci
Abyssal,25.706,-5.04,Cruz et al. 2009; Nat. Geosci
Abyssal,25.723,-5.26,Cruz et al. 2009; Nat. Geosci
Abyssal,25.756,-4.81,Cruz et al. 2009; Nat. Geosci
Abyssal,25.773,-4.65,Cruz et al. 2009; Nat. Geosci
Abyssal,25.79,-4.31,Cruz et al. 2009; Nat. Geosci
Abyssal,25.806,-4.29,Cruz et al. 2009; Nat. Geosci
ALE1,15.173,-3.79,Cruz et al. 2009; Nat. Geosci
ALE1,15.195,-3.608,Cruz et al. 2009; Nat. Geosci
ALE1,15.216,-4.562,Cruz et al. 2009; Nat. Geosci
ALE1,15.237,-4.083,Cruz et al. 2009; Nat. Geosci
ALE1,15.258,-2.683,Cruz et al. 2009; Nat. Geosci
ALE1,15.279,-4.665,Cruz et al. 2009; Nat. Geosci
ALE1,15.3,-4.323,Cruz et al. 2009; Nat. Geosci
ALE1,15.321,-4.171,Cruz et al. 2009; Nat. Geosci
ALE1,15.342,-3.823,Cruz et al. 2009; Nat. Geosci
ALE1,15.363,-3.757,Cruz et al. 2009; Nat. Geosci
ALE1,15.384,-2.858,Cruz et al. 2009; Nat. Geosci
ALE1,15.405,-3.582,Cruz et al. 2009; Nat. Geosci
ALE1,15.426,-6.314,Cruz et al. 2009; Nat. Geosci
ALE1,15.447,-3.921,Cruz et al. 2009; Nat. Geosci
ALE1,15.468,-3.839,Cruz et al. 2009; Nat. Geosci
ALE1,15.489,-4.623,Cruz et al. 2009; Nat. Geosci
ALE1,15.51,-4.517,Cruz et al. 2009; Nat. Geosci
ALE1,15.531,-3.989,Cruz et al. 2009; Nat. Geosci
ALE1,15.552,-3.668,Cruz et al. 2009; Nat. Geosci
ALE1,15.573,-4.325,Cruz et al. 2009; Nat. Geosci
ALE1,15.594,-4.04,Cruz et al. 2009; Nat. Geosci
ALE1,15.615,-4.323,Cruz et al. 2009; Nat. Geosci
ALE1,15.636,-4.654,Cruz et al. 2009; Nat. Geosci
ALE1,15.657,-5.608,Cruz et al. 2009; Nat. Geosci
ALE1,15.678,-3.612,Cruz et al. 2009; Nat. Geosci
ALE1,15.699,-4.562,Cruz et al. 2009; Nat. Geosci
ALE1,15.72,-4.555,Cruz et al. 2009; Nat. Geosci
ALE1,15.741,-4.593,Cruz et al. 2009; Nat. Geosci
ALE1,15.762,-4.169,Cruz et al. 2009; Nat. Geosci
ALE1,15.783,-3.974,Cruz et al. 2009; Nat. Geosci
ALE1,15.804,-4.252,Cruz et al. 2009; Nat. Geosci
ALE1,15.825,-4.475,Cruz et al. 2009; Nat. Geosci
ALE1,15.846,-4.823,Cruz et al. 2009; Nat. Geosci
ALE1,15.867,-4.458,Cruz et al. 2009; Nat. Geosci
ALE1,15.888,-4.316,Cruz et al. 2009; Nat. Geosci
ALE1,15.909,-3.764,Cruz et al. 2009; Nat. Geosci
ALE1,15.93,-3.692,Cruz et al. 2009; Nat. Geosci
ALE1,15.951,-3.4,Cruz et al. 2009; Nat. Geosci
ALE1,15.972,-2.842,Cruz et al. 2009; Nat. Geosci
ALE1,15.993,-3.737,Cruz et al. 2009; Nat. Geosci
ALE1,16.014,-4.207,Cruz et al. 2009; Nat. Geosci
ALE1,16.035,-4.939,Cruz et al. 2009; Nat. Geosci
ALE1,16.056,-4.635,Cruz et al. 2009; Nat. Geosci
ALE1,16.077,-3.985,Cruz et al. 2009; Nat. Geosci
ALE1,16.098,-4.077,Cruz et al. 2009; Nat. Geosci
ALE1,16.161,-6.376,Cruz et al. 2009; Nat. Geosci
ALE1,16.182,-4.678,Cruz et al. 2009; Nat. Geosci
ALE1,16.203,-4.522,Cruz et al. 2009; Nat. Geosci
ALE1,16.224,-3.188,Cruz et al. 2009; Nat. Geosci
ALE1,16.245,-2.69,Cruz et al. 2009; Nat. Geosci
ALE1,16.266,-3.56,Cruz et al. 2009; Nat. Geosci
ALE1,16.287,-2.515,Cruz et al. 2009; Nat. Geosci
ALE1,16.308,-3.104,Cruz et al. 2009; Nat. Geosci
ALE1,16.329,-2.907,Cruz et al. 2009; Nat. Geosci
ALE1,16.35,-5.462,Cruz et al. 2009; Nat. Geosci
ALE1,16.371,-4.097,Cruz et al. 2009; Nat. Geosci
ALE1,16.392,-3.421,Cruz et al. 2009; Nat. Geosci
ALE1,16.455,-5.233,Cruz et al. 2009; Nat. Geosci
ALE1,16.476,-2.989,Cruz et al. 2009; Nat. Geosci
ALE1,16.497,-3.301,Cruz et al. 2009; Nat. Geosci
ALE1,16.518,-3.55,Cruz et al. 2009; Nat. Geosci
ALE1,16.539,-4.556,Cruz et al. 2009; Nat. Geosci
ALE1,16.56,-3.491,Cruz et al. 2009; Nat. Geosci
ALE1,16.581,-3.041,Cruz et al. 2009; Nat. Geosci
ALE1,16.602,-2.816,Cruz et al. 2009; Nat. Geosci
ALE1,16.623,-4.864,Cruz et al. 2009; Nat. Geosci
ALE1,16.644,-3.93,Cruz et al. 2009; Nat. Geosci
ALE1,16.665,-3.591,Cruz et al. 2009; Nat. Geosci
ALE1,16.686,-4.112,Cruz et al. 2009; Nat. Geosci
ALE1,16.707,-4.362,Cruz et al. 2009; Nat. Geosci
ALE1,16.728,-3.499,Cruz et al. 2009; Nat. Geosci
ALE1,16.749,-2.259,Cruz et al. 2009; Nat. Geosci
ALE1,16.77,-1.788,Cruz et al. 2009; Nat. Geosci
ALE1,16.791,-3.045,Cruz et al. 2009; Nat. Geosci
ALE1,16.812,-2.727,Cruz et al. 2009; Nat. Geosci
ALE1,16.833,-2.333,Cruz et al. 2009; Nat. Geosci
ALE1,16.854,-4.84,Cruz et al. 2009; Nat. Geosci
ALE1,16.875,-3.546,Cruz et al. 2009; Nat. Geosci
ALE1,16.896,-3.564,Cruz et al. 2009; Nat. Geosci
ALE1,16.917,-3.92,Cruz et al. 2009; Nat. Geosci
ALE1,16.938,-4.959,Cruz et al. 2009; Nat. Geosci
ALE1,16.959,-3.253,Cruz et al. 2009; Nat. Geosci
ALE1,16.98,-2.168,Cruz et al. 2009; Nat. Geosci
ALE1,17.001,-2.131,Cruz et al. 2009; Nat. Geosci
ALE1,17.022,-1.965,Cruz et al. 2009; Nat. Geosci
ALE1,17.043,-1.049,Cruz et al. 2009; Nat. Geosci
ALE1,17.064,-1.866,Cruz et al. 2009; Nat. Geosci
ALE1,17.085,-1.975,Cruz et al. 2009; Nat. Geosci
ALE1,17.106,-4.797,Cruz et al. 2009; Nat. Geosci
ALE1,17.127,-2.786,Cruz et al. 2009; Nat. Geosci
ALE1,17.148,-3.931,Cruz et al. 2009; Nat. Geosci
ALE1,17.169,-3.154,Cruz et al. 2009; Nat. Geosci
ALE1,17.19,-3.005,Cruz et al. 2009; Nat. Geosci
ALE1,17.211,-2.153,Cruz et al. 2009; Nat. Geosci
ALE1,17.232,-3.537,Cruz et al. 2009; Nat. Geosci
ALE1,17.253,-3.949,Cruz et al. 2009; Nat. Geosci
ALE1,17.274,-4.103,Cruz et al. 2009; Nat. Geosci
ALE1,17.295,-5.09,Cruz et al. 2009; Nat. Geosci
ALE1,17.314,-2.485,Cruz et al. 2009; Nat. Geosci
