Speleothem_ID,distance_mm,Age_kyBP,d18O,d13C,Ref
ELC-B,0,4.28,-5.84,-7.65,Cheng et al. 2013; Nat. Comms
ELC-B,1.9,4.31,-4.82,-5.9,Cheng et al. 2013; Nat. Comms
ELC-B,3.8,4.35,-5.97,-6.77,Cheng et al. 2013; Nat. Comms
ELC-B,5.7,4.38,-5.95,-7.19,Cheng et al. 2013; Nat. Comms
ELC-B,7.6,4.41,-6.29,-8.84,Cheng et al. 2013; Nat. Comms
ELC-B,9.4,4.44,-6.12,-8.15,Cheng et al. 2013; Nat. Comms
ELC-B,11.3,4.48,-6.91,-7.21,Cheng et al. 2013; Nat. Comms
ELC-B,13.2,4.51,-6.9,-7.51,Cheng et al. 2013; Nat. Comms
ELC-B,15.1,4.54,-6.24,-7.55,Cheng et al. 2013; Nat. Comms
ELC-B,17,4.57,-5.92,-7.5,Cheng et al. 2013; Nat. Comms
ELC-B,18.7,4.6,-5.4,-7.02,Cheng et al. 2013; Nat. Comms
ELC-B,20.3,4.63,-6.58,-7.4,Cheng et al. 2013; Nat. Comms
ELC-B,22,4.66,-6.23,-7.18,Cheng et al. 2013; Nat. Comms
ELC-B,23.6,4.68,-5.93,-7.19,Cheng et al. 2013; Nat. Comms
ELC-B,25.3,4.71,-6.53,-7.36,Cheng et al. 2013; Nat. Comms
ELC-B,26.9,4.74,-5.93,-7.11,Cheng et al. 2013; Nat. Comms
ELC-B,28.6,4.77,-4.74,-6.74,Cheng et al. 2013; Nat. Comms
ELC-B,30.2,4.8,-6.22,-7.45,Cheng et al. 2013; Nat. Comms
ELC-B,31.9,4.83,-5.91,-7.44,Cheng et al. 2013; Nat. Comms
ELC-B,33.5,5.24,-6.24,-8.92,Cheng et al. 2013; Nat. Comms
ELC-B,34,5.37,-5.8,-8.26,Cheng et al. 2013; Nat. Comms
ELC-B,34.5,5.49,-6.06,-8.53,Cheng et al. 2013; Nat. Comms
ELC-B,35,5.62,-6.26,-8.54,Cheng et al. 2013; Nat. Comms
ELC-B,35.5,5.75,-5.88,-7.71,Cheng et al. 2013; Nat. Comms
ELC-B,36,5.87,-5.98,-7.96,Cheng et al. 2013; Nat. Comms
ELC-B,36.5,6.07,-5.79,-7.81,Cheng et al. 2013; Nat. Comms
ELC-B,37,6.26,-5,-7.48,Cheng et al. 2013; Nat. Comms
ELC-B,37.5,6.46,-5.32,-6.44,Cheng et al. 2013; Nat. Comms
ELC-B,38,6.66,-5.27,-6.43,Cheng et al. 2013; Nat. Comms
ELC-B,38.5,6.85,-5.59,-7.33,Cheng et al. 2013; Nat. Comms
ELC-B,39,7.03,-5.87,-6.66,Cheng et al. 2013; Nat. Comms
ELC-B,39.4,7.21,-5.55,-7.9,Cheng et al. 2013; Nat. Comms
ELC-B,39.9,7.39,-6.27,-8.11,Cheng et al. 2013; Nat. Comms
ELC-B,40.3,7.56,-5.48,-7.68,Cheng et al. 2013; Nat. Comms
ELC-B,40.8,7.74,-5.13,-7.21,Cheng et al. 2013; Nat. Comms
ELC-B,41.2,7.92,-5.83,-7.95,Cheng et al. 2013; Nat. Comms
ELC-B,41.7,8.09,-5.56,-7.76,Cheng et al. 2013; Nat. Comms
ELC-B,42.1,8.27,-5.41,-6.98,Cheng et al. 2013; Nat. Comms
ELC-B,42.6,8.45,-5.22,-7.12,Cheng et al. 2013; Nat. Comms
ELC-B,43,8.62,-5.9,-7.47,Cheng et al. 2013; Nat. Comms
ELC-B,43.5,8.8,-5.68,-7.43,Cheng et al. 2013; Nat. Comms
ELC-B,43.9,8.98,-5.75,-7.61,Cheng et al. 2013; Nat. Comms
ELC-B,44.4,9.16,-5.35,-7.58,Cheng et al. 2013; Nat. Comms
ELC-B,44.8,9.29,-5.75,-7.71,Cheng et al. 2013; Nat. Comms
ELC-B,45.3,9.42,-5.14,-7.21,Cheng et al. 2013; Nat. Comms
ELC-B,45.7,9.56,-5.44,-7.44,Cheng et al. 2013; Nat. Comms
ELC-B,46.2,9.69,-5.34,-7.29,Cheng et al. 2013; Nat. Comms
ELC-B,46.6,9.82,-5.51,-7.22,Cheng et al. 2013; Nat. Comms
ELC-B,47.1,9.96,-5.25,-7,Cheng et al. 2013; Nat. Comms
ELC-B,47.5,10.09,-4.93,-6.74,Cheng et al. 2013; Nat. Comms
ELC-B,48.1,10.25,-5.13,-7.02,Cheng et al. 2013; Nat. Comms
ELC-B,48.6,10.42,-4.85,-6.88,Cheng et al. 2013; Nat. Comms
ELC-B,49.2,10.58,-4.89,-6.98,Cheng et al. 2013; Nat. Comms
ELC-B,49.7,10.7,-5.04,-7.13,Cheng et al. 2013; Nat. Comms
ELC-B,50.3,10.82,-5.11,-7.16,Cheng et al. 2013; Nat. Comms
ELC-B,50.8,10.95,-5.21,-7.11,Cheng et al. 2013; Nat. Comms
ELC-B,51.4,11.07,-5.05,-7.14,Cheng et al. 2013; Nat. Comms
ELC-B,51.9,11.19,-5.21,-6.95,Cheng et al. 2013; Nat. Comms
ELC-B,52.5,11.36,-5.12,-6.78,Cheng et al. 2013; Nat. Comms
ELC-B,53,11.54,-5.15,-7.13,Cheng et al. 2013; Nat. Comms
ELC-B,53.7,11.75,-5.62,-7.33,Cheng et al. 2013; Nat. Comms
ELC-B,54.3,11.95,-4.98,-6.89,Cheng et al. 2013; Nat. Comms
ELC-B,55,12.16,-6.57,-7.57,Cheng et al. 2013; Nat. Comms
ELC-B,55.6,12.22,-6.2,-7.33,Cheng et al. 2013; Nat. Comms
ELC-B,56.3,12.28,-6.07,-7.57,Cheng et al. 2013; Nat. Comms
ELC-B,56.9,12.34,-6.18,-7.14,Cheng et al. 2013; Nat. Comms
ELC-B,57.6,12.4,-6.56,-7.38,Cheng et al. 2013; Nat. Comms
ELC-B,58.2,12.46,-6.37,-6.81,Cheng et al. 2013; Nat. Comms
ELC-B,58.9,12.52,-5.18,-6.31,Cheng et al. 2013; Nat. Comms
ELC-B,59.5,12.57,-6.49,-6.81,Cheng et al. 2013; Nat. Comms
ELC-B,60,12.61,,-0.05,Cheng et al. 2013; Nat. Comms
ELC-B,60.4,12.64,-6.93,-6.97,Cheng et al. 2013; Nat. Comms
ELC-B,60.9,12.68,-6.47,-6.75,Cheng et al. 2013; Nat. Comms
ELC-B,61.3,12.72,-6.32,-6.33,Cheng et al. 2013; Nat. Comms
ELC-B,61.8,12.76,-6.75,-6.68,Cheng et al. 2013; Nat. Comms
ELC-B,62.2,12.79,-6.73,-6.35,Cheng et al. 2013; Nat. Comms
ELC-B,62.7,12.83,-6.96,-6.57,Cheng et al. 2013; Nat. Comms
ELC-B,63.1,12.87,-6.63,-6.48,Cheng et al. 2013; Nat. Comms
ELC-B,63.6,12.91,-6.47,-6.58,Cheng et al. 2013; Nat. Comms
ELC-B,64,12.94,-6.3,-7.21,Cheng et al. 2013; Nat. Comms
ELC-B,64.6,12.99,-6.04,-7.14,Cheng et al. 2013; Nat. Comms
ELC-B,65.1,13.04,-5.68,-6.97,Cheng et al. 2013; Nat. Comms
ELC-B,65.7,13.08,-6.19,-7.19,Cheng et al. 2013; Nat. Comms
ELC-B,66.2,13.13,-6.02,-6.67,Cheng et al. 2013; Nat. Comms
ELC-B,66.8,13.18,-6.14,-6.83,Cheng et al. 2013; Nat. Comms
ELC-B,67.3,13.24,-6.12,-6.67,Cheng et al. 2013; Nat. Comms
ELC-B,67.9,13.29,-5.72,-6.62,Cheng et al. 2013; Nat. Comms
ELC-B,68.4,13.35,-5.48,-6.87,Cheng et al. 2013; Nat. Comms
ELC-B,69,13.4,-5.7,-6.94,Cheng et al. 2013; Nat. Comms
ELC-B,69.5,13.46,-5.87,-7.08,Cheng et al. 2013; Nat. Comms
ELC-B,70.2,13.52,-5.93,-7.38,Cheng et al. 2013; Nat. Comms
ELC-B,70.8,13.59,-5.57,-7.43,Cheng et al. 2013; Nat. Comms
ELC-B,71.5,13.66,-5.69,-7.72,Cheng et al. 2013; Nat. Comms
ELC-B,72.1,13.73,-5.91,-7.45,Cheng et al. 2013; Nat. Comms
ELC-B,72.8,13.79,-5.71,-7.72,Cheng et al. 2013; Nat. Comms
ELC-B,73.4,13.86,-5.79,-7.7,Cheng et al. 2013; Nat. Comms
ELC-B,74.1,13.93,-5.66,-7.55,Cheng et al. 2013; Nat. Comms
ELC-B,74.7,14,-6.34,-7.74,Cheng et al. 2013; Nat. Comms
ELC-B,75.4,14.06,-5.96,-7.83,Cheng et al. 2013; Nat. Comms
ELC-B,76,14.22,-5.9,-7.72,Cheng et al. 2013; Nat. Comms
ELC-B,76.7,14.39,-5.99,-7.75,Cheng et al. 2013; Nat. Comms
ELC-B,77.4,14.57,-5.79,-7.97,Cheng et al. 2013; Nat. Comms
ELC-B,78.1,14.74,-6.11,-7.61,Cheng et al. 2013; Nat. Comms
ELC-B,78.8,14.81,-6.78,-7.86,Cheng et al. 2013; Nat. Comms
ELC-B,79.5,14.88,-6.9,-8,Cheng et al. 2013; Nat. Comms
ELC-B,80.2,14.95,-6.85,-7.56,Cheng et al. 2013; Nat. Comms
ELC-B,80.9,15.02,-6.91,-7.79,Cheng et al. 2013; Nat. Comms
ELC-B,81.6,15.09,-6.79,-7.68,Cheng et al. 2013; Nat. Comms
ELC-B,82.3,15.16,-6.74,-7.8,Cheng et al. 2013; Nat. Comms
ELC-B,83,15.23,-6.57,-7.72,Cheng et al. 2013; Nat. Comms
ELC-B,83.8,15.31,-6.77,-6.88,Cheng et al. 2013; Nat. Comms
ELC-B,84.5,15.38,-6.79,-7.42,Cheng et al. 2013; Nat. Comms
ELC-B,85.3,15.49,-6.87,-7.47,Cheng et al. 2013; Nat. Comms
ELC-B,86,15.61,-6.58,-7.08,Cheng et al. 2013; Nat. Comms
ELC-B,87,15.76,-6.4,-7.48,Cheng et al. 2013; Nat. Comms
ELC-B,88,15.9,-6.26,-8.29,Cheng et al. 2013; Nat. Comms
ELC-B,89,16.05,-6.69,-9.19,Cheng et al. 2013; Nat. Comms
ELC-B,90,16.2,-6.75,-8.32,Cheng et al. 2013; Nat. Comms
ELC-B,91,16.52,-6.83,-8.13,Cheng et al. 2013; Nat. Comms
ELC-B,92,16.84,-6.64,-8.17,Cheng et al. 2013; Nat. Comms
ELC-B,92.9,17.12,-6.43,-8.14,Cheng et al. 2013; Nat. Comms
ELC-B,93.8,17.16,-6.18,-8.04,Cheng et al. 2013; Nat. Comms
ELC-B,94.7,17.19,-6.39,-8.18,Cheng et al. 2013; Nat. Comms
ELC-B,95.6,17.23,-6.36,-8.25,Cheng et al. 2013; Nat. Comms
ELC-B,96.5,17.26,-6.28,-7.91,Cheng et al. 2013; Nat. Comms
ELC-B,97.4,17.3,-6.76,-7.96,Cheng et al. 2013; Nat. Comms
ELC-B,98.3,17.34,-6.87,-7.75,Cheng et al. 2013; Nat. Comms
ELC-B,99.2,17.37,-6.88,-7.63,Cheng et al. 2013; Nat. Comms
ELC-B,100.1,17.41,-6.96,-7.73,Cheng et al. 2013; Nat. Comms
ELC-B,101,17.44,-7.21,-7.44,Cheng et al. 2013; Nat. Comms
ELC-B,102,17.48,-6.9,-7.59,Cheng et al. 2013; Nat. Comms
ELC-B,102.9,17.52,-6.87,-7.56,Cheng et al. 2013; Nat. Comms
ELC-B,103.9,17.55,-7.04,-7.59,Cheng et al. 2013; Nat. Comms
ELC-B,104.8,17.59,-6.84,-7.33,Cheng et al. 2013; Nat. Comms
ELC-B,105.8,17.63,-6.99,-7.56,Cheng et al. 2013; Nat. Comms
ELC-B,106.7,17.67,-7.05,-7.58,Cheng et al. 2013; Nat. Comms
ELC-B,107.7,17.7,-6.93,-7.72,Cheng et al. 2013; Nat. Comms
ELC-B,108.6,17.74,-7.09,-7.93,Cheng et al. 2013; Nat. Comms
ELC-B,109.6,17.78,-7.37,-7.95,Cheng et al. 2013; Nat. Comms
ELC-B,110.5,17.81,-7.06,-8.04,Cheng et al. 2013; Nat. Comms
ELC-B,111.5,17.85,-7.01,-7.82,Cheng et al. 2013; Nat. Comms
ELC-B,112.4,17.89,-6.94,-7.53,Cheng et al. 2013; Nat. Comms
ELC-B,113.4,17.93,-7.09,-7.49,Cheng et al. 2013; Nat. Comms
ELC-B,114.3,17.96,-6.94,-7.17,Cheng et al. 2013; Nat. Comms
ELC-B,115.3,18,-7.01,-7.08,Cheng et al. 2013; Nat. Comms
ELC-B,116.2,18.19,-6.87,-6.86,Cheng et al. 2013; Nat. Comms
ELC-B,117.2,18.38,-6.53,-6.38,Cheng et al. 2013; Nat. Comms
ELC-B,118.1,18.56,-6.34,-6.25,Cheng et al. 2013; Nat. Comms
ELC-B,119.1,18.75,-6.53,-6.11,Cheng et al. 2013; Nat. Comms
ELC-B,120,18.94,-6.45,-6.6,Cheng et al. 2013; Nat. Comms
ELC-B,120.8,19.1,-7.18,-7.06,Cheng et al. 2013; Nat. Comms
ELC-B,121.6,19.25,-6.18,-6.35,Cheng et al. 2013; Nat. Comms
ELC-B,122.4,19.41,-6.4,-6.27,Cheng et al. 2013; Nat. Comms
ELC-B,123.2,19.57,-6.75,,Cheng et al. 2013; Nat. Comms
ELC-B,124,19.73,-6.13,,Cheng et al. 2013; Nat. Comms
ELC-B,124.8,19.88,-5.31,,Cheng et al. 2013; Nat. Comms
ELC-B,125.6,20.04,-6.05,,Cheng et al. 2013; Nat. Comms
ELC-B,126.4,20.2,-6.33,,Cheng et al. 2013; Nat. Comms
ELC-B,127.2,20.36,-5.83,-5.71,Cheng et al. 2013; Nat. Comms
ELC-B,128,20.51,-5.98,-6.26,Cheng et al. 2013; Nat. Comms
ELC-B,128.8,20.66,-6.2,-5.86,Cheng et al. 2013; Nat. Comms
ELC-B,129.5,20.81,-6.09,-6.13,Cheng et al. 2013; Nat. Comms
ELC-B,130.3,20.96,-6.05,-6.08,Cheng et al. 2013; Nat. Comms
ELC-B,131,21.11,-6.06,-6.52,Cheng et al. 2013; Nat. Comms
ELC-B,131.8,21.25,-5.94,-6.34,Cheng et al. 2013; Nat. Comms
ELC-B,132.5,21.4,-6.06,-6.74,Cheng et al. 2013; Nat. Comms
ELC-B,133.3,21.61,-6.02,-6.22,Cheng et al. 2013; Nat. Comms
ELC-B,134,21.81,-6.02,-6.39,Cheng et al. 2013; Nat. Comms
ELC-B,134.8,22.01,-6.4,-6.37,Cheng et al. 2013; Nat. Comms
ELC-B,135.5,22.22,-6.22,-5.76,Cheng et al. 2013; Nat. Comms
ELC-B,136.5,22.49,-5.99,-5.53,Cheng et al. 2013; Nat. Comms
ELC-B,137.2,22.67,-6.11,-5.95,Cheng et al. 2013; Nat. Comms
ELC-B,137.8,22.85,-5.79,-6.3,Cheng et al. 2013; Nat. Comms
ELC-B,138.5,23.03,-6.19,-6.37,Cheng et al. 2013; Nat. Comms
ELC-B,139.2,23.21,-6.11,-6.02,Cheng et al. 2013; Nat. Comms
ELC-B,139.8,23.4,-5.78,-5.81,Cheng et al. 2013; Nat. Comms
ELC-B,140.5,23.58,-5.99,-6.42,Cheng et al. 2013; Nat. Comms
ELC-B,141.2,23.77,-6.65,-6.32,Cheng et al. 2013; Nat. Comms
ELC-B,141.8,23.96,-5.98,-6.06,Cheng et al. 2013; Nat. Comms
ELC-B,142.5,24.15,-6.18,-6.05,Cheng et al. 2013; Nat. Comms
ELC-B,143.4,24.4,-6.48,-5.93,Cheng et al. 2013; Nat. Comms
ELC-B,144.3,24.42,-6.7,-6.35,Cheng et al. 2013; Nat. Comms
ELC-B,145.2,24.45,-6.71,-6.46,Cheng et al. 2013; Nat. Comms
ELC-B,146.1,24.47,-6.76,-6.7,Cheng et al. 2013; Nat. Comms
ELC-B,147,24.5,-8.49,-7.39,Cheng et al. 2013; Nat. Comms
ELC-B,147.9,24.52,-7.25,-6.39,Cheng et al. 2013; Nat. Comms
ELC-B,148.8,24.7,-7.26,-5.95,Cheng et al. 2013; Nat. Comms
ELC-B,149.7,24.88,-7.21,-5.95,Cheng et al. 2013; Nat. Comms
ELC-B,150.6,24.98,-6.63,-5.47,Cheng et al. 2013; Nat. Comms
ELC-B,151.5,25.08,-6.1,-5.46,Cheng et al. 2013; Nat. Comms
ELC-B,152.4,25.18,-6.29,-5.4,Cheng et al. 2013; Nat. Comms
ELC-B,153.2,25.28,-6.29,-5.61,Cheng et al. 2013; Nat. Comms
ELC-B,154.1,25.37,-6.95,-5.96,Cheng et al. 2013; Nat. Comms
ELC-B,154.9,25.47,-6.91,-6.15,Cheng et al. 2013; Nat. Comms
ELC-B,155.8,25.57,-6.66,-6.29,Cheng et al. 2013; Nat. Comms
ELC-B,156.6,25.66,-6.35,-6.34,Cheng et al. 2013; Nat. Comms
ELC-B,157.5,25.76,-6.61,-6.44,Cheng et al. 2013; Nat. Comms
ELC-B,158.3,25.86,-6.7,-6.17,Cheng et al. 2013; Nat. Comms
ELC-B,159.2,25.95,-6.96,-6.34,Cheng et al. 2013; Nat. Comms
ELC-B,160,26.05,-7.18,-6.14,Cheng et al. 2013; Nat. Comms
ELC-B,160.9,26.15,-7.18,-6.29,Cheng et al. 2013; Nat. Comms
ELC-B,161.7,26.24,-7,-6.43,Cheng et al. 2013; Nat. Comms
ELC-B,162.6,26.32,-6.99,-6.47,Cheng et al. 2013; Nat. Comms
ELC-B,163.4,26.39,-6.86,-6.28,Cheng et al. 2013; Nat. Comms
ELC-B,164.3,26.46,-6.83,-6.57,Cheng et al. 2013; Nat. Comms
ELC-B,165.1,26.53,-6.48,-6.36,Cheng et al. 2013; Nat. Comms
ELC-B,166,26.6,-6.4,-6.3,Cheng et al. 2013; Nat. Comms
ELC-B,166.8,26.68,-6.47,-6.2,Cheng et al. 2013; Nat. Comms
ELC-B,167.7,26.75,-6.54,-6.12,Cheng et al. 2013; Nat. Comms
ELC-B,168.5,26.82,-6.74,-6.47,Cheng et al. 2013; Nat. Comms
ELC-B,169.3,26.89,-6.68,-6.49,Cheng et al. 2013; Nat. Comms
ELC-B,170.1,26.95,-6.53,-6.3,Cheng et al. 2013; Nat. Comms
ELC-B,170.9,27.02,-6.78,-6.33,Cheng et al. 2013; Nat. Comms
ELC-B,171.7,27.09,-6.48,-6.35,Cheng et al. 2013; Nat. Comms
ELC-B,172.5,27.16,-6.64,-6.39,Cheng et al. 2013; Nat. Comms
ELC-B,173.3,27.23,-6.56,-6.38,Cheng et al. 2013; Nat. Comms
ELC-B,174.1,27.29,-6.51,-6.27,Cheng et al. 2013; Nat. Comms
ELC-B,174.9,27.36,-6.66,-6.42,Cheng et al. 2013; Nat. Comms
ELC-B,175.7,27.43,-6.58,-6.64,Cheng et al. 2013; Nat. Comms
ELC-B,176.5,27.5,-7.36,-6.93,Cheng et al. 2013; Nat. Comms
ELC-B,177.4,27.57,-6.5,-6.65,Cheng et al. 2013; Nat. Comms
ELC-B,178.2,27.64,-6.93,-6.96,Cheng et al. 2013; Nat. Comms
ELC-B,179.1,27.71,-6.79,-6.79,Cheng et al. 2013; Nat. Comms
ELC-B,179.9,27.78,-6.48,-7.17,Cheng et al. 2013; Nat. Comms
ELC-B,180.8,27.86,-6.3,-7.13,Cheng et al. 2013; Nat. Comms
ELC-B,181.6,27.93,-6.73,-7.34,Cheng et al. 2013; Nat. Comms
ELC-B,182.5,28,-6.76,-6.84,Cheng et al. 2013; Nat. Comms
ELC-B,183.3,28.12,-6.89,-6.86,Cheng et al. 2013; Nat. Comms
ELC-B,184.2,28.24,-7.13,-6.73,Cheng et al. 2013; Nat. Comms
ELC-B,185,28.37,-6.73,-6.87,Cheng et al. 2013; Nat. Comms
ELC-B,185.7,28.46,-7.5,-6.9,Cheng et al. 2013; Nat. Comms
ELC-B,186.3,28.55,-7.51,-6.72,Cheng et al. 2013; Nat. Comms
ELC-B,187,28.65,-7.43,-7.04,Cheng et al. 2013; Nat. Comms
ELC-B,187.6,28.74,-7.44,-7.08,Cheng et al. 2013; Nat. Comms
ELC-B,188.3,28.83,-7.25,-7.07,Cheng et al. 2013; Nat. Comms
ELC-B,188.9,28.92,-6.89,-6.97,Cheng et al. 2013; Nat. Comms
ELC-B,189.6,29.02,-6.69,-6.85,Cheng et al. 2013; Nat. Comms
ELC-B,190.2,29.11,-6.42,-6.86,Cheng et al. 2013; Nat. Comms
ELC-B,190.9,29.12,-6.33,-7.04,Cheng et al. 2013; Nat. Comms
ELC-B,191.5,29.14,-6.71,-7.18,Cheng et al. 2013; Nat. Comms
ELC-B,192.2,29.15,-7.09,-7.29,Cheng et al. 2013; Nat. Comms
ELC-B,192.9,29.17,-7.46,-7.28,Cheng et al. 2013; Nat. Comms
ELC-B,193.6,29.18,-7.6,-7.26,Cheng et al. 2013; Nat. Comms
ELC-B,194.3,29.19,-7.51,-7.1,Cheng et al. 2013; Nat. Comms
ELC-B,195,29.21,-7.59,-6.99,Cheng et al. 2013; Nat. Comms
ELC-B,195.7,29.22,-7.38,-6.97,Cheng et al. 2013; Nat. Comms
ELC-B,196.4,29.24,-7.52,-6.91,Cheng et al. 2013; Nat. Comms
ELC-B,197.1,29.25,-7.37,-7.01,Cheng et al. 2013; Nat. Comms
ELC-B,197.8,29.27,-7.54,-6.88,Cheng et al. 2013; Nat. Comms
ELC-B,198.5,29.28,-7.57,-6.91,Cheng et al. 2013; Nat. Comms
ELC-B,199.4,29.3,-7.79,-7.07,Cheng et al. 2013; Nat. Comms
ELC-B,200.2,29.32,-7.87,-7.24,Cheng et al. 2013; Nat. Comms
ELC-B,201.1,29.37,-7.91,-7.26,Cheng et al. 2013; Nat. Comms
ELC-B,201.9,29.41,-7.89,-7.23,Cheng et al. 2013; Nat. Comms
ELC-B,202.8,29.46,-8.01,-7.2,Cheng et al. 2013; Nat. Comms
ELC-B,203.6,29.51,-7.96,-6.95,Cheng et al. 2013; Nat. Comms
ELC-B,204.5,29.56,-7.83,-7.11,Cheng et al. 2013; Nat. Comms
ELC-B,205.3,29.61,-7.86,-7.01,Cheng et al. 2013; Nat. Comms
ELC-B,206.2,29.66,-7.86,-6.9,Cheng et al. 2013; Nat. Comms
ELC-B,207,29.71,-7.8,-7.05,Cheng et al. 2013; Nat. Comms
ELC-B,207.9,29.76,-7.9,-7.06,Cheng et al. 2013; Nat. Comms
ELC-B,208.7,29.81,-7.7,-6.54,Cheng et al. 2013; Nat. Comms
ELC-B,209.6,29.86,-8.82,-7.62,Cheng et al. 2013; Nat. Comms
ELC-B,210.4,29.91,-8.1,-7.4,Cheng et al. 2013; Nat. Comms
ELC-B,211.3,29.96,-7.52,-7.28,Cheng et al. 2013; Nat. Comms
ELC-B,212.1,30.01,-7.96,-7.35,Cheng et al. 2013; Nat. Comms
ELC-B,213,30.06,-7.96,-6.25,Cheng et al. 2013; Nat. Comms
ELC-B,213.8,30.11,-7.61,-6.12,Cheng et al. 2013; Nat. Comms
ELC-B,214.7,30.16,-7.86,-6.48,Cheng et al. 2013; Nat. Comms
ELC-B,215.5,30.21,-7.82,-6.52,Cheng et al. 2013; Nat. Comms
ELC-B,216.3,30.25,-7.67,-6.54,Cheng et al. 2013; Nat. Comms
ELC-B,217.1,30.3,-7.95,-6.81,Cheng et al. 2013; Nat. Comms
ELC-B,217.9,30.35,-7.92,-6.78,Cheng et al. 2013; Nat. Comms
ELC-B,218.7,30.39,-7.62,-6.39,Cheng et al. 2013; Nat. Comms
ELC-B,219.5,30.44,-7.6,-6.68,Cheng et al. 2013; Nat. Comms
ELC-B,220.3,30.49,-7.59,-6.38,Cheng et al. 2013; Nat. Comms
ELC-B,221.1,30.54,-7.21,-5.99,Cheng et al. 2013; Nat. Comms
ELC-B,221.9,30.59,-6.98,-6.39,Cheng et al. 2013; Nat. Comms
ELC-B,222.7,30.64,-7.02,-6.72,Cheng et al. 2013; Nat. Comms
ELC-B,223.5,30.69,-6.59,-6.27,Cheng et al. 2013; Nat. Comms
ELC-B,224.4,30.74,-6.33,-6.16,Cheng et al. 2013; Nat. Comms
ELC-B,225.3,30.8,-6.46,-7.23,Cheng et al. 2013; Nat. Comms
ELC-B,226.2,30.85,-6.55,-7.12,Cheng et al. 2013; Nat. Comms
ELC-B,227.1,30.88,-6.35,-7.27,Cheng et al. 2013; Nat. Comms
ELC-B,228,30.91,-6.51,-8,Cheng et al. 2013; Nat. Comms
ELC-B,228.9,30.94,-6.34,-7.58,Cheng et al. 2013; Nat. Comms
ELC-B,229.8,30.97,-6.59,-7.32,Cheng et al. 2013; Nat. Comms
ELC-B,230.7,31,-6.92,-7.06,Cheng et al. 2013; Nat. Comms
ELC-B,231.6,31.03,-6.79,-7.29,Cheng et al. 2013; Nat. Comms
ELC-B,232.5,31.05,-7.07,-7.62,Cheng et al. 2013; Nat. Comms
ELC-B,233.4,31.08,-6.95,-7.6,Cheng et al. 2013; Nat. Comms
ELC-B,234.2,31.11,-6.79,-7.3,Cheng et al. 2013; Nat. Comms
ELC-B,235.1,31.14,-7.03,-7.42,Cheng et al. 2013; Nat. Comms
ELC-B,235.9,31.19,-7.1,-7.01,Cheng et al. 2013; Nat. Comms
ELC-B,236.8,31.24,-6.97,-6.83,Cheng et al. 2013; Nat. Comms
ELC-B,237.6,31.3,-6.98,-6.86,Cheng et al. 2013; Nat. Comms
ELC-B,238.5,31.35,-7.01,-7.09,Cheng et al. 2013; Nat. Comms
ELC-B,239.3,31.4,-6.69,-6.6,Cheng et al. 2013; Nat. Comms
ELC-B,240.2,31.46,-6.89,-7.01,Cheng et al. 2013; Nat. Comms
ELC-B,241,31.51,-6.91,-7.08,Cheng et al. 2013; Nat. Comms
ELC-B,241.8,31.56,-6.92,-6.95,Cheng et al. 2013; Nat. Comms
ELC-B,242.6,31.61,-6.79,-7,Cheng et al. 2013; Nat. Comms
ELC-B,243.4,31.66,-6.84,-7.39,Cheng et al. 2013; Nat. Comms
ELC-B,244.2,31.71,-6.87,-7.58,Cheng et al. 2013; Nat. Comms
ELC-B,245,31.76,-6.6,-7,Cheng et al. 2013; Nat. Comms
ELC-B,245.8,31.82,-6.9,-7.41,Cheng et al. 2013; Nat. Comms
ELC-B,246.6,31.87,-6.97,-7.53,Cheng et al. 2013; Nat. Comms
ELC-B,247.4,31.93,-6.44,-6.96,Cheng et al. 2013; Nat. Comms
ELC-B,248.2,31.99,-6.7,-7.21,Cheng et al. 2013; Nat. Comms
ELC-B,249,32.05,-6.34,-7.08,Cheng et al. 2013; Nat. Comms
ELC-B,249.8,32.1,-6.61,-7.28,Cheng et al. 2013; Nat. Comms
ELC-B,250.5,32.16,-6.2,-7.16,Cheng et al. 2013; Nat. Comms
ELC-B,251.3,32.21,-6.21,-7.15,Cheng et al. 2013; Nat. Comms
ELC-B,252,32.27,-6.35,-7.44,Cheng et al. 2013; Nat. Comms
ELC-B,252.8,32.32,-6.52,-7.74,Cheng et al. 2013; Nat. Comms
ELC-B,253.5,32.38,-6.72,-7.98,Cheng et al. 2013; Nat. Comms
ELC-B,254.3,32.45,-7,-7.94,Cheng et al. 2013; Nat. Comms
ELC-B,255,32.52,-7.29,-7.74,Cheng et al. 2013; Nat. Comms
ELC-B,255.8,32.6,-7.2,-7.8,Cheng et al. 2013; Nat. Comms
ELC-B,256.5,32.67,-7.62,-7.53,Cheng et al. 2013; Nat. Comms
ELC-B,257.4,32.76,-7.63,-7.51,Cheng et al. 2013; Nat. Comms
ELC-B,258.2,32.84,-7.21,-7.44,Cheng et al. 2013; Nat. Comms
ELC-B,259.1,32.93,-7.39,-7.57,Cheng et al. 2013; Nat. Comms
ELC-B,259.9,32.99,-7.44,-7.48,Cheng et al. 2013; Nat. Comms
ELC-B,260.8,33.06,-7.6,-7.71,Cheng et al. 2013; Nat. Comms
ELC-B,261.6,33.12,-7.42,-7.68,Cheng et al. 2013; Nat. Comms
ELC-B,262.5,33.19,-7.5,-7.8,Cheng et al. 2013; Nat. Comms
