"dating_id","entity_id","date_type","depth_dating","dating_thickness","lab_num","material_dated","min_weight","max_weight","uncorr_age","uncorr_age_uncert_pos","uncorr_age_uncert_neg","14C_correction","calib_used","date_used","238U_content","238U_uncertainty","232Th_content","232Th_uncertainty","230Th_content","230Th_uncertainty","230Th_232Th_ratio","230Th_232Th_ratio_uncertainty","230Th_238U_activity","230Th_238U_activity_uncertainty","234U_238U_activity","234U_238U_activity_uncertainty","ini_230Th_232Th_ratio","ini_230Th_232Th_ratio_uncertainty","decay_constant","corr_age","corr_age_uncert_pos","corr_age_uncert_neg","date_used_lin_interp","date_used_lin_reg","date_used_Bchron","date_used_Bacon","date_used_OxCal","date_used_copRa","date_used_StalAge"
1788,117,"MC-ICP-MS U/Th",141,NA,NA,"calcite",NA,NA,6428,142,142,NA,NA,"yes",11.837,0.065,438.4,2.5,NA,NA,6.791236656,0.140674294,0.0823,0.0017,1.423,0.0077,0.741429357049014,0.370714678524507,"Cheng et al. 2000",5741,372,372,NA,NA,NA,NA,NA,NA,NA
1789,117,"MC-ICP-MS U/Th",162,NA,NA,"calcite",NA,NA,7388,718,718,NA,NA,"yes",8.631,0.031,313,11,NA,NA,7.737086187,0.777410574,0.0917,0.0017,1.341,0.01,0.741429357049014,0.370714678524507,"Cheng et al. 2000",7319,721,721,NA,NA,NA,NA,NA,NA,NA
1790,117,"MC-ICP-MS U/Th",170,NA,NA,"calcite",NA,NA,8434,229,229,NA,NA,"yes",10.487,0.037,303,4,NA,NA,11.12622609,0.323921072,0.1051,0.0027,1.4,0.006,0.741429357049014,0.370714678524507,"Cheng et al. 2000",7891,355,355,NA,NA,NA,NA,NA,NA,NA
1791,117,"MC-ICP-MS U/Th",183.5,NA,NA,"calcite",NA,NA,9777,645,645,NA,NA,"yes",9.074,0.036,1649,15,NA,NA,1.987949896,0.124015496,0.1182,0.0073,1.366,0.013,0.741429357049014,0.370714678524507,"Cheng et al. 2000",9427,732,732,NA,NA,NA,NA,NA,NA,NA
1792,117,"MC-ICP-MS U/Th",204,NA,NA,"calcite",NA,NA,19624,1159,1159,NA,NA,"no",12.151,0.048,11297,46,NA,NA,0.731136135,0.038870529,0.222,0.012,1.3351,0.0076,0.741429357049014,0.370714678524507,"Cheng et al. 2000",17792,2172,2172,NA,NA,NA,NA,NA,NA,NA
1793,117,"MC-ICP-MS U/Th",209,NA,NA,"calcite",NA,NA,26880,837,837,NA,NA,"no",8.096,0.04,834,7.9,NA,NA,8.755123843,0.222117307,0.2951,0.0072,1.3334,0.0091,0.741429357049014,0.370714678524507,"Cheng et al. 2000",26679,859,859,NA,NA,NA,NA,NA,NA,NA
1794,118,"MC-ICP-MS U/Th",3.5,NA,"IFK1-3","calcite",NA,NA,105,5,5,NA,NA,"yes",245.7,0.5,315,7,NA,NA,25,5,0.002,4e-04,NA,NA,NA,NA,"Cheng et al. 2000",25,24,24,"yes","yes","yes","yes","yes","yes","yes"
1795,118,"MC-ICP-MS U/Th",6.5,NA,"IFK1-7","calcite",NA,NA,119,36,36,NA,NA,"yes",247,0.9,61,3,NA,NA,147,45,0.0022,7e-04,NA,NA,NA,NA,"Cheng et al. 2000",53,36,36,"yes","yes","yes","yes","yes","yes","yes"
1796,118,"MC-ICP-MS U/Th",7.84,NA,"IFK1-9","calcite",NA,NA,136,42,42,NA,NA,"yes",308.9,0.4,105,5,NA,NA,124,38,0.0026,8e-04,NA,NA,NA,NA,"Cheng et al. 2000",69,42,42,"yes","yes","yes","yes","yes","yes","yes"
1797,118,"MC-ICP-MS U/Th",11.75,NA,"IFK1-11","calcite",NA,NA,200,34,34,NA,NA,"yes",328.5,1.1,80,4,NA,NA,255,44,0.0038,6e-04,NA,NA,NA,NA,"Cheng et al. 2000",134,34,34,"yes","yes","yes","yes","yes","yes","yes"
1798,118,"MC-ICP-MS U/Th",12.3,NA,"IFK1-13","calcite",NA,NA,234,36,36,NA,NA,"yes",298.2,0.4,273,6,NA,NA,79,12,0.0044,7e-04,NA,NA,NA,NA,"Cheng et al. 2000",159,37,37,"yes","yes","yes","yes","yes","yes","yes"
1799,118,"MC-ICP-MS U/Th",14.35,NA,"IFK1-15","calcite",NA,NA,370,13,13,NA,NA,"yes",313,1,564,11,NA,NA,62.7,2.5,0.0069,2e-04,NA,NA,NA,NA,"Cheng et al. 2000",282,22,22,"yes","yes","yes","yes","yes","yes","yes"
1800,118,"MC-ICP-MS U/Th",19.9,NA,"IFK1-20","calcite",NA,NA,443,40,40,NA,NA,"yes",201.9,0.7,183,4,NA,NA,150,14,0.0083,7e-04,NA,NA,NA,NA,"Cheng et al. 2000",368,41,41,"yes","yes","yes","yes","yes","yes","yes"
1801,118,"MC-ICP-MS U/Th",23,NA,"IFK1-23","calcite",NA,NA,492,56,56,NA,NA,"yes",201.7,0.8,170,5,NA,NA,176,20,0.009,0.001,NA,NA,NA,NA,"Cheng et al. 2000",417,56,56,"yes","yes","yes","yes","yes","yes","yes"
1802,118,"MC-ICP-MS U/Th",24.85,NA,"IFK1-24","calcite",NA,NA,543,67,67,NA,NA,"yes",195.3,0.2,464,10,NA,NA,69,9,0.0099,0.0012,NA,NA,NA,NA,"Cheng et al. 2000",446,71,71,"yes","yes","yes","yes","yes","yes","yes"
1803,118,"MC-ICP-MS U/Th",28.25,NA,"IFK1-27","calcite",NA,NA,567,41,41,NA,NA,"yes",241.5,0.9,189,5,NA,NA,215,16,0.0102,7e-04,NA,NA,NA,NA,"Cheng et al. 2000",493,42,42,"yes","yes","yes","yes","yes","yes","yes"
1804,118,"MC-ICP-MS U/Th",30.85,NA,"IFK1-31","calcite",NA,NA,596,29,29,NA,NA,"yes",322.8,0.4,118,4,NA,NA,486,27,0.0108,5e-04,NA,NA,NA,NA,"Cheng et al. 2000",528,29,29,"yes","yes","yes","yes","yes","yes","yes"
1805,118,"MC-ICP-MS U/Th",34.6,NA,"IFK1-36","calcite",NA,NA,647,25,25,NA,NA,"yes",282,0.3,79,3,NA,NA,687,35,0.0116,5e-04,NA,NA,NA,NA,"Cheng et al. 2000",581,25,25,"yes","yes","yes","yes","yes","yes","yes"
1806,118,"MC-ICP-MS U/Th",37.8,NA,"IFK1-38","calcite",NA,NA,709,32,32,NA,NA,"yes",331.8,1.2,401,9,NA,NA,172,9,0.0126,6e-04,NA,NA,NA,NA,"Cheng et al. 2000",629,34,34,"yes","yes","yes","yes","yes","yes","yes"
1807,118,"MC-ICP-MS U/Th",39.5,NA,"IFK1-39","calcite",NA,NA,738,31,31,NA,NA,"yes",257.6,0.3,355,8,NA,NA,157,7,0.0131,5e-04,NA,NA,NA,NA,"Cheng et al. 2000",656,34,34,"yes","yes","yes","yes","yes","yes","yes"
1808,118,"MC-ICP-MS U/Th",44.5,NA,"IFK1-44","calcite",NA,NA,798,11,11,NA,NA,"yes",379.1,1,178,4,NA,NA,488,12,0.0139,2e-04,NA,NA,NA,NA,"Cheng et al. 2000",729,12,12,"yes","yes","yes","yes","yes","yes","yes"
1809,118,"MC-ICP-MS U/Th",45.95,NA,"IFK1-47","calcite",NA,NA,814,29,29,NA,NA,"yes",320,0.4,52,3,NA,NA,1451,94,0.0144,5e-04,NA,NA,NA,NA,"Cheng et al. 2000",750,29,29,"yes","yes","yes","yes","yes","yes","yes"
1810,118,"MC-ICP-MS U/Th",51.05,NA,"IFK1-49","calcite",NA,NA,884,33,33,NA,NA,"yes",329,1,123,4,NA,NA,686,33.3,0.0155,6e-04,NA,NA,NA,NA,"Cheng et al. 2000",817,33,33,"yes","yes","yes","yes","yes","yes","yes"
1811,118,"MC-ICP-MS U/Th",52.95,NA,"IFK1-54","calcite",NA,NA,922,35,35,NA,NA,"yes",310,1,401,9,NA,NA,208.4,9,0.0164,6e-04,NA,NA,NA,NA,"Cheng et al. 2000",841,37,37,"yes","yes","yes","yes","yes","yes","yes"
1812,118,"MC-ICP-MS U/Th",58.35,NA,"IFK1-59","calcite",NA,NA,1019,39,39,NA,NA,"yes",271,1,911,19,NA,NA,87,3.8,0.0177,7e-04,NA,NA,NA,NA,"Cheng et al. 2000",906,53,53,"yes","yes","yes","yes","yes","yes","yes"
1813,118,"MC-ICP-MS U/Th",61.95,NA,"IFK1-62","calcite",NA,NA,1014,29,29,NA,NA,"yes",345,0,73,3,NA,NA,1378.7,70.5,0.0176,5e-04,NA,NA,NA,NA,"Cheng et al. 2000",949,29,29,"yes","yes","yes","yes","yes","yes","yes"
1814,118,"MC-ICP-MS U/Th",62.4,NA,"IFK1-63","calcite",NA,NA,1028,42,42,NA,NA,"yes",284.9,0.6,167,5,NA,NA,501,25,0.0178,7e-04,NA,NA,NA,NA,"Cheng et al. 2000",957,42,42,"yes","yes","yes","yes","yes","yes","yes"
1815,118,"MC-ICP-MS U/Th",66.3,NA,"IFK1-66","calcite",NA,NA,1097,32,32,NA,NA,"yes",371.2,0.4,37,3,NA,NA,3111,287,0.0189,5e-04,NA,NA,NA,NA,"Cheng et al. 2000",1033,32,32,"yes","yes","yes","yes","yes","yes","yes"
1816,118,"MC-ICP-MS U/Th",68.4,NA,"IFK1-68","calcite",NA,NA,1209,19,19,NA,NA,"yes",719,3,1266,26,NA,NA,194,5,0.0207,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",1119,27,27,"yes","yes","yes","yes","yes","yes","yes"
1817,119,"TIMS",16,NA,"5190","calcite",NA,NA,12500,NA,NA,NA,NA,"unknown",51.53,0.1,4920,54,0.103,0.01,3.875013991,0.309011278,NA,NA,NA,NA,NA,NA,"unknown",10000,1800,1800,NA,NA,NA,NA,NA,NA,NA
1818,119,"TIMS",27,NA,"5323","calcite",NA,NA,12500,NA,NA,NA,NA,"unknown",42.84,0.09,3417,12,0.0842,0.0013,4.561086049,0.040171466,NA,NA,NA,NA,NA,NA,"unknown",10400,1100,1100,NA,NA,NA,NA,NA,NA,NA
1819,119,"TIMS",95,NA,"5324","calcite",NA,NA,16700,NA,NA,NA,NA,"unknown",54.85,0.11,7503,59,0.1424,0.0048,3.512984194,0.148325414,NA,NA,NA,NA,NA,NA,"unknown",13100,1900,1900,NA,NA,NA,NA,NA,NA,NA
1820,119,"TIMS",182,NA,"5325","calcite",NA,NA,17600,NA,NA,NA,NA,"unknown",56.22,0.11,5990,100,0.153,0.015,4.727872557,0.463516917,NA,NA,NA,NA,NA,NA,"unknown",14900,2300,2300,NA,NA,NA,NA,NA,NA,NA
1848,121,"MC-ICP-MS U/Th",4,3,"BW-1-1","calcite",200,200,10462,43,43,NA,NA,"yes",261.3,0.3,886.5,17.8,NA,NA,0.000626,1.27636294998e-05,0.1276,5e-04,NA,NA,NA,NA,"Cheng et al. 2000",10390,70,70,NA,NA,"yes","yes",NA,NA,"yes"
1849,121,"MC-ICP-MS U/Th",5,3,"BW-1-T","calcite",200,200,10461,37,37,NA,NA,"yes",215.4,0.2,698.8,14,NA,NA,0.000654,1.32789497826e-05,0.1276,4e-04,NA,NA,NA,NA,"Cheng et al. 2000",10390,60,60,NA,NA,"yes","yes",NA,NA,"yes"
1850,121,"MC-ICP-MS U/Th",13,3,"BW-1-2","calcite",200,200,10519,35,35,NA,NA,"yes",276.2,0.2,662.8,13.3,NA,NA,0.000891,1.80987715885e-05,0.1286,4e-04,NA,NA,NA,NA,"Cheng et al. 2000",10470,50,50,NA,NA,"yes","yes",NA,NA,"yes"
1851,121,"MC-ICP-MS U/Th",17,3,"BW-1-3","calcite",200,200,10510,60,60,NA,NA,"yes",333.1,0.4,1091.5,21.9,NA,NA,0.000648,1.31388684622e-05,0.1277,4e-04,NA,NA,NA,NA,"Cheng et al. 2000",10440,60,60,NA,NA,"yes","yes",NA,NA,"yes"
1852,121,"MC-ICP-MS U/Th",30,3,"BW-1-3a","calcite",200,200,10695,39,39,NA,NA,"yes",300.6,0.4,1184.9,23.8,NA,NA,0.00055,1.11325211767e-05,0.1303,4e-04,NA,NA,NA,NA,"Cheng et al. 2000",10610,70,70,NA,NA,"yes","yes",NA,NA,"yes"
1853,121,"MC-ICP-MS U/Th",39,3,"BW-1-3b","calcite",200,200,10813,34,34,NA,NA,"yes",367.9,0.4,673.6,13.6,NA,NA,0.001188,2.40894929415e-05,0.1308,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",10770,40,40,NA,NA,"yes","yes",NA,NA,"yes"
1854,121,"MC-ICP-MS U/Th",45,3,"BW-1-3c","calcite",200,200,10844,33,33,NA,NA,"yes",413.6,0.6,736.7,14.8,NA,NA,0.001231,2.49307930717e-05,0.1318,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",10850,40,40,NA,NA,"yes","yes",NA,NA,"yes"
1855,121,"MC-ICP-MS U/Th",50,3,"BW-1-4","calcite",200,200,11034,33,33,NA,NA,"yes",361.1,0.3,779.4,15.7,NA,NA,0.001025,2.07473636753e-05,0.133,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",10990,50,50,NA,NA,"yes","yes",NA,NA,"yes"
1856,121,"MC-ICP-MS U/Th",56,3,"BW-1-4a","calcite",200,200,11263,32,32,NA,NA,"yes",447.4,0.6,1982.6,39.8,NA,NA,0.000508,1.02390437749e-05,0.1354,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",11170,70,70,NA,NA,"yes","yes",NA,NA,"yes"
1857,121,"MC-ICP-MS U/Th",61,3,"BW-1-4b","calcite",200,200,11316,32,32,NA,NA,"yes",504.4,0.7,766.2,15.4,NA,NA,0.001493,3.01674040784e-05,0.1364,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",11280,40,40,NA,NA,"yes","yes",NA,NA,"yes"
1858,121,"MC-ICP-MS U/Th",64,3,"BW-1-4c","calcite",200,200,11404,30,30,NA,NA,"yes",486.5,0.6,781.6,15.7,NA,NA,0.001419,2.86051559617e-05,0.1371,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",11370,40,40,NA,NA,"yes","yes",NA,NA,"yes"
1859,121,"MC-ICP-MS U/Th",69,3,"BW-1-5","calcite",200,200,11543,29,29,NA,NA,"yes",597,0.7,867.9,17.4,NA,NA,0.001597,3.21734111081e-05,0.1396,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",11510,40,40,NA,NA,"yes","yes",NA,NA,"yes"
1860,121,"MC-ICP-MS U/Th",74,3,"BW-1-6","calcite",200,200,11593,27,27,NA,NA,"yes",659.5,0.8,1243.9,24.9,NA,NA,0.001251,2.51350913786e-05,0.1419,2e-04,NA,NA,NA,NA,"Cheng et al. 2000",11550,40,40,NA,NA,"yes","yes",NA,NA,"yes"
1861,121,"MC-ICP-MS U/Th",84,3,"BW-1-6a","calcite",200,200,11983,30,30,NA,NA,"yes",696.9,0.8,956.3,19.2,NA,NA,0.001772,3.57540911837e-05,0.1462,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",11960,40,40,NA,NA,"yes","yes",NA,NA,"yes"
1862,121,"MC-ICP-MS U/Th",91,3,"BW-1-6b","calcite",200,200,12067,31,31,NA,NA,"yes",833.9,1,697,14.1,NA,NA,0.002929,5.93277166596e-05,0.1472,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",12050,30,30,NA,NA,"yes","yes",NA,NA,"yes"
1863,121,"MC-ICP-MS U/Th",96,3,"BW-1-6c","calcite",200,200,12113,29,29,NA,NA,"yes",729.7,0.9,396.5,8.1,NA,NA,0.00448,9.12985058434e-05,0.1464,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",12100,30,30,NA,NA,"yes","yes",NA,NA,"yes"
1864,121,"MC-ICP-MS U/Th",102,3,"BW-1-7","calcite",200,200,12253,29,29,NA,NA,"yes",740.2,0.8,228.4,4.7,NA,NA,0.008013,0.000165711817087,0.1487,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",12250,30,30,NA,NA,"yes","yes",NA,NA,"yes"
1865,121,"MC-ICP-MS U/Th",112,3,"BW-1-7a","calcite",200,200,12403,37,37,NA,NA,"yes",765.4,0.9,841.8,16.9,NA,NA,0.00226,4.5741735095e-05,0.1495,4e-04,NA,NA,NA,NA,"Cheng et al. 2000",12380,40,40,NA,NA,"yes","yes",NA,NA,"yes"
1866,121,"MC-ICP-MS U/Th",121,3,"BW-1-8","calcite",200,200,12533,30,30,NA,NA,"yes",782.8,1,1018.6,20.4,NA,NA,0.001929,3.87889283998e-05,0.1509,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",12510,40,40,NA,NA,"yes","yes",NA,NA,"yes"
1867,121,"MC-ICP-MS U/Th",126,3,"BW-1-9","calcite",200,200,12664,28,28,NA,NA,"yes",749,0.8,473.5,9.6,NA,NA,0.004,8.11150917264e-05,0.152,2e-04,NA,NA,NA,NA,"Cheng et al. 2000",12650,30,30,NA,NA,"yes","yes",NA,NA,"yes"
1868,121,"Event; hiatus",131.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",NA,NA,"yes"
1869,121,"MC-ICP-MS U/Th",136,3,"BW-1-9a","calcite",200,200,13363,33,33,NA,NA,"yes",1029.9,1.2,1867.8,37.4,NA,NA,0.001428,2.87099940826e-05,0.1557,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",13320,40,40,NA,NA,"yes","yes",NA,NA,"yes"
1870,121,"MC-ICP-MS U/Th",149,3,"BW-1-10","calcite",200,200,13400,33,33,NA,NA,"yes",1355.2,2.1,2055.7,41.2,NA,NA,0.001712,3.43874940474e-05,0.1561,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",13370,40,40,NA,NA,"yes","yes",NA,NA,"yes"
1871,121,"MC-ICP-MS U/Th",165,3,"BW-1-10a","calcite",200,200,13467,37,37,NA,NA,"yes",1576.1,2.5,1481.1,29.7,NA,NA,0.002785,5.60723170851e-05,0.1574,4e-04,NA,NA,NA,NA,"Cheng et al. 2000",13450,40,40,NA,NA,"yes","yes",NA,NA,"yes"
1872,121,"MC-ICP-MS U/Th",175,3,"BW1-B","calcite",200,200,13494,36,36,NA,NA,"yes",1158.5,1.9,1116.2,22.4,NA,NA,0.002716,5.4678611263e-05,0.1573,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",13470,40,40,NA,NA,"yes","yes",NA,NA,"yes"
1873,121,"MC-ICP-MS U/Th",178,3,"BW-1-11a","calcite",200,200,13503,33,33,NA,NA,"yes",1512.3,2.2,1536.5,30.9,NA,NA,0.002567,5.16660323098e-05,0.1568,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",13480,40,40,NA,NA,"yes","yes",NA,NA,"yes"
1874,121,"MC-ICP-MS U/Th",187,3,"BW-1-12","calcite",200,200,13749,35,35,NA,NA,"yes",2122.1,3.7,652.8,13.1,NA,NA,0.008664,0.000174648693313,0.1602,3e-04,NA,NA,NA,NA,"Cheng et al. 2000",13740,40,40,NA,NA,"yes","yes",NA,NA,"yes"
1875,122,"TIMS",1.75,3.5,"L4-1","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",1023.7,1.9,2026000,NA,NA,NA,11,0.2453,NA,NA,1.0402,0.0049,NA,NA,"Cheng et al. 2000",7323,189,189,NA,"yes","yes","yes",NA,NA,"yes"
1876,122,"TIMS",26.25,4,"L4-2","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",1824.9,0.9,1238000,NA,NA,NA,33,0.5332,NA,NA,1.05,0.0019,NA,NA,"Cheng et al. 2000",8676,126,126,NA,"yes","yes","yes",NA,NA,"yes"
1877,122,"TIMS",29.5,3.5,"L4-3","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",1758.9,3.3,560000,NA,NA,NA,68,1.1151,NA,NA,1.0451,0.0049,NA,NA,"Cheng et al. 2000",8632,127,127,NA,"yes","yes","yes",NA,NA,"yes"
1878,122,"TIMS",45.25,3.5,"L4-4","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",3234.3,8.9,2522000,NA,NA,NA,31,0.6101,NA,NA,1.0594,0.0074,NA,NA,"Cheng et al. 2000",9321,179,179,NA,"yes","yes","yes",NA,NA,"yes"
1879,123,"TIMS",7.5,3,"333","calcite",NA,NA,705,12,12,NA,NA,"yes",3714,2,486000,NA,NA,NA,15.2,0.3,0.007319,0.000113424,1.126,0.0021,1.5,NA,"unknown",586,12,12,"yes","yes",NA,"yes",NA,"yes","yes"
1880,123,"TIMS",22.5,3,"304","calcite",NA,NA,1075,7,7,NA,NA,"yes",4930,6,690000,NA,NA,NA,21.9,0.2,0.01103382,0.000117417,1.1259,0.0034,1.5,NA,"unknown",951,7,7,"yes","yes",NA,"yes",NA,"yes","yes"
1881,123,"TIMS",31.5,3,"336","calcite",NA,NA,1253,6,6,NA,NA,"yes",5205,7,766000,NA,NA,NA,23.7,0.2,0.0128478,0.000122645,1.1172,0.0044,1.5,NA,"unknown",1124,6,6,"yes","yes",NA,"yes",NA,"yes","yes"
1882,123,"TIMS",89.5,3,"323","calcite",NA,NA,2525,10,10,NA,NA,"yes",3359,4,601000,NA,NA,NA,38.6,0.4,0.0255553,0.000129593,1.1111,0.0029,1.5,NA,"unknown",2378,10,10,"yes","yes",NA,"yes",NA,"yes","yes"
1883,123,"TIMS",109.5,3,"339","calcite",NA,NA,2967,46,46,NA,NA,"yes",2830,10,647000,NA,NA,NA,35.7,0.7,0.02999888,0.000501267,1.1152,0.0085,1.5,NA,"unknown",2794,47,47,"yes","yes",NA,"yes",NA,"yes","yes"
1884,123,"TIMS",131,2,"334","calcite",NA,NA,3644,93,93,NA,NA,"yes",5755,14,695000,NA,NA,NA,82.9,2.8,0.03595636,0.000916477,1.1132,0.0067,1.5,NA,"unknown",3530,94,94,"yes","yes",NA,"yes",NA,"yes","yes"
1885,124,"MC-ICP-MS U/Th",7,2,"LC-1_7 mm","calcite",NA,NA,334.726064416,7.32594486639,7.32594486639,NA,NA,"yes",362.012247079,0.327115080767,696.029096861,22.9911994235,NA,NA,15.7217846004,0.622376820072,0.000629097293057,2.07880831561e-05,3.226,0.0032,0.816,0.408,"Cheng et al. 2013",257.3897365,11.3621637575,11.3621637575,"yes",NA,"yes",NA,"yes","yes",NA
1886,124,"MC-ICP-MS U/Th",14,2,"LC-1_14 mm","calcite",NA,NA,506.700154571,10.7927265427,10.7927265427,NA,NA,"yes",340.281017621,0.28428433334,584.002038614,37.6699397342,NA,NA,26.5417852139,1.80229207189,0.000561552369645,3.62249036668e-05,3.213,0.0032,0.816,0.408,"Cheng et al. 2013",431.1701633,13.3315506476,13.3315506476,"yes",NA,"yes",NA,"yes","yes",NA
1887,124,"MC-ICP-MS U/Th",23,2,"LC-1_23 mm","calcite",NA,NA,757.435210173,16.6370711153,16.6370711153,NA,NA,"yes",338.512268927,0.208233138413,710.25802436,56.8444261458,NA,NA,32.1956434598,2.67121899134,0.000686519534913,5.49461740867e-05,3.19,0.0032,0.816,0.408,"Cheng et al. 2013",678.3233325,19.2441434253,19.2441434253,"yes",NA,"yes",NA,"yes","yes",NA
1888,124,"MC-ICP-MS U/Th",27,2,"LC-1_27 mm","calcite",NA,NA,794.403638208,9.41013919958,9.41013919958,NA,NA,"yes",358.360277615,0.187060852856,488.023630072,29.7502339231,NA,NA,51.3541128138,3.18827105741,0.00044559282317,2.71646198222e-05,3.155,0.0032,0.816,0.408,"Cheng et al. 2013",721.8605362,11.3325807387,11.3325807387,"yes",NA,"yes",NA,"yes","yes",NA
1889,124,"MC-ICP-MS U/Th",32,2,"LC-1_32 mm","calcite",NA,NA,938.250454533,17.0257536836,17.0257536836,NA,NA,"yes",327.888120369,0.281756846149,705.565972109,58.1202585331,NA,NA,38.9646891574,3.28570697459,0.000704080801012,5.80010737724e-05,3.199,0.0032,0.816,0.408,"Cheng et al. 2013",858.7085386,19.6926320714,19.6926320714,"yes",NA,"yes",NA,"yes","yes",NA
1890,124,"MC-ICP-MS U/Th",41,2,"LC-1_41 mm","calcite",NA,NA,1102.16739047,12.5575396714,12.5575396714,NA,NA,"yes",360.215623153,0.394331561773,502.089621743,46.8334746416,NA,NA,72.0671970366,6.77093931704,0.000456070819837,4.25439023739e-05,3.264,0.0033,0.816,0.408,"Cheng et al. 2013",1029.767644,14.0492746638,14.0492746638,"yes",NA,"yes",NA,"yes","yes",NA
1891,124,"MC-ICP-MS U/Th",49,2,"LC-1_49 mm","calcite",NA,NA,1388.81106491,11.0744558041,11.0744558041,NA,NA,"yes",407.532043662,0.308106739014,543.828359167,44.4680117634,NA,NA,94.0354921255,7.72434676723,0.000436631264165,3.57041951844e-05,3.24,0.0032,0.816,0.408,"Cheng et al. 2013",1316.855698,12.6198345693,12.6198345693,"yes",NA,"yes",NA,"yes","yes",NA
1892,124,"MC-ICP-MS U/Th",60,2,"LC-1_60 mm","calcite",NA,NA,1659.66489632,12.7241163265,12.7241163265,NA,NA,"yes",408.255126895,0.228416560645,930.299148944,28.2043972545,NA,NA,65.7296250423,2.05336626585,0.000745605978828,2.26087987548e-05,3.244,0.0032,0.816,0.408,"Cheng et al. 2013",1579.288496,16.3079444938,16.3079444938,"yes",NA,"yes",NA,"yes","yes",NA
1893,124,"MC-ICP-MS U/Th",75,2,"LC-1_75 mm","calcite",NA,NA,1901.5148888,13.5790271004,13.5790271004,NA,NA,"yes",391.554158254,0.258831179793,448.374781165,47.0944852325,NA,NA,150.714920222,15.8651667365,0.000374682640661,3.93551023762e-05,3.26,0.0033,0.816,0.408,"Cheng et al. 2013",1831.331054,14.5389575349,14.5389575349,"yes",NA,"yes",NA,"yes","yes",NA
1894,124,"MC-ICP-MS U/Th",84,2,"LC-1_84 mm","calcite",NA,NA,2102.82482873,15.0216999894,15.0216999894,NA,NA,"yes",419.715738399,0.420484737279,364.266910673,46.1037662356,NA,NA,219.034262075,27.7639849425,0.000283968955398,3.59419097029e-05,3.25,0.0032,0.816,0.408,"Cheng et al. 2013",2035.084339,15.5403181545,15.5403181545,"yes",NA,"yes",NA,"yes","yes",NA
1895,124,"MC-ICP-MS U/Th",106,2,"LC-1_106 mm","calcite",NA,NA,2655.6647684,8.56575496021,8.56575496021,NA,NA,"yes",435.531761357,0.296782863558,511.807636307,23.0781231372,NA,NA,203.485285573,9.19513050554,0.000384508259415,1.7339995071e-05,3.248,0.0032,0.816,0.408,"Cheng et al. 2013",2585.191442,10.046189209,10.046189209,"yes",NA,"yes",NA,"yes","yes",NA
1896,124,"MC-ICP-MS U/Th",134,2,"LC-1_134 mm","calcite",NA,NA,3773.65999756,15.4404400251,15.4404400251,NA,NA,"yes",457.80169119,0.845126285457,431.731761975,27.5229006659,NA,NA,356.419403606,22.7549123364,0.000308568822376,1.96795085165e-05,3.221,0.0032,0.816,0.408,"Cheng et al. 2013",3705.202201,16.008482687,16.008482687,"yes",NA,"yes",NA,"yes","yes",NA
1897,124,"MC-ICP-MS U/Th",155,2,"LC-1_155 mm","calcite",NA,NA,5436.40021151,13.4512034579,13.4512034579,NA,NA,"yes",524.69374944,0.307494765586,826.340689252,23.5725672826,NA,NA,315.352306654,9.02092513264,0.000515316206448,1.4703243577e-05,3.329,0.0033,0.816,0.408,"Cheng et al. 2013",5362.777899,15.0745873766,15.0745873766,"yes",NA,"yes",NA,"yes","yes",NA
1898,124,"MC-ICP-MS U/Th",166,2,"LC-1_166 mm","calcite",NA,NA,8565.94546529,21.4054821705,21.4054821705,NA,NA,"yes",387.604348683,0.233082765736,1394.34379919,24.6308487349,NA,NA,210.050096853,3.73714797561,0.00117706089705,2.08046216536e-05,3.25,0.0032,0.816,0.408,"Cheng et al. 2013",8474.269004,26.615725737,26.615725737,"yes",NA,"yes",NA,"yes","yes",NA
